Player,Age,Tm,G,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,Share_mvp,Rank_mvp,got_votes_mvp,is_mvp,gp_pct
Gary Harris,23,DEN,67,34.400,2.600,2.900,1.800,0.200,17.500,13.600,0.485,5.900,0.396,0.570,0.827,1.800,1.800,16.500,0.597,20.700,1.700,5.500,4.300,13.000,2.600,0.500,10.800,0.114,0.800,2018,7.500,0.000,,0,0,0.817
Joe Harris,26,BRK,78,25.300,3.300,1.600,0.400,0.300,10.800,8.000,0.491,4.600,0.419,0.612,0.827,1.200,2.000,13.300,0.634,16.600,1.000,4.000,7.000,10.200,0.900,0.800,12.000,0.097,0.100,2018,5.600,0.000,,0,0,0.951
Aaron Harrison,23,DAL,9,25.900,2.700,1.200,1.000,0.200,6.700,7.700,0.275,4.800,0.209,0.341,0.765,0.300,3.000,5.100,0.392,15.500,-0.300,-0.100,5.700,6.700,1.900,0.800,3.800,-0.014,-7.500,2018,5.100,0.000,,0,0,0.110
John Henson,27,MIL,76,25.900,6.800,1.500,0.600,1.400,8.800,6.600,0.572,0.100,0.143,0.573,0.570,1.100,2.700,15.700,0.582,15.000,0.500,4.900,15.300,8.600,1.100,4.700,12.800,0.120,-0.900,2018,10.300,0.000,,0,0,0.927
Buddy Hield,25,SAC,80,25.300,3.800,1.900,1.100,0.300,13.500,11.700,0.446,5.100,0.431,0.540,0.877,1.600,1.900,16.100,0.557,24.300,1.500,2.800,8.600,12.800,2.100,1.000,11.300,0.067,1.000,2018,7.100,0.000,,0,0,0.976
Jrue Holiday,27,NOP,81,36.100,4.500,6.000,1.500,0.800,19.000,15.400,0.494,4.400,0.337,0.543,0.786,2.600,2.500,17.800,0.570,23.100,2.700,7.100,6.800,24.900,2.000,1.700,13.600,0.116,1.600,2018,12.800,0.000,,0,0,0.988
Justin Holiday,28,CHI,72,31.500,4.000,2.100,1.100,0.400,12.200,10.900,0.371,6.200,0.359,0.474,0.823,1.300,1.900,10.800,0.513,18.200,0.000,1.700,6.900,10.100,1.700,1.200,9.800,0.036,-1.900,2018,7.600,0.000,,0,0,0.878
Rondae Hollis-Jefferson,23,BRK,68,28.200,6.800,2.500,1.000,0.700,13.900,10.600,0.472,0.800,0.241,0.481,0.788,1.800,2.100,16.900,0.548,22.200,1.000,4.100,12.700,14.200,1.600,1.900,12.300,0.103,0.100,2018,11.000,0.000,,0,0,0.829
Al Horford,31,BOS,72,31.600,7.400,4.700,0.600,1.100,12.900,10.500,0.489,3.100,0.429,0.553,0.783,1.800,1.900,17.600,0.575,18.400,3.700,7.800,12.700,23.600,0.900,2.900,14.100,0.165,4.400,2018,13.800,0.000,,0,0,0.878
Dwight Howard,32,CHO,81,30.400,12.500,1.300,0.600,1.600,16.600,11.200,0.555,0.100,0.143,0.556,0.574,2.600,3.100,20.500,0.577,24.200,1.200,6.800,22.200,7.100,1.000,4.400,15.100,0.132,-0.100,2018,16.000,0.000,,0,0,0.988
Serge Ibaka,28,TOR,76,27.500,6.300,0.800,0.400,1.300,12.600,10.300,0.483,3.900,0.360,0.552,0.797,1.200,2.800,14.700,0.574,19.400,1.000,5.100,12.800,4.400,0.700,3.800,9.700,0.117,-0.100,2018,8.800,0.000,,0,0,0.927
Andre Iguodala,34,GSW,64,25.300,3.800,3.300,0.800,0.600,6.000,5.000,0.463,1.800,0.282,0.514,0.632,1.000,1.500,11.200,0.536,11.500,0.700,3.200,8.500,16.200,1.600,1.900,15.800,0.094,-0.300,2018,8.500,0.000,,0,0,0.780
Joe Ingles,30,UTA,82,31.400,4.200,4.800,1.100,0.200,11.500,8.800,0.467,5.700,0.440,0.609,0.795,1.900,2.200,14.400,0.623,15.900,2.800,7.600,7.600,22.900,1.800,0.700,17.400,0.141,2.300,2018,10.300,0.000,,0,0,1.000
Andre Ingram,32,LAL,2,32.000,3.000,3.500,1.500,1.500,12.000,8.500,0.471,4.500,0.556,0.618,1.000,1.500,1.500,16.300,0.655,14.100,0.100,0.200,5.000,15.300,2.200,3.800,14.100,0.157,4.300,2018,9.500,0.000,,0,0,0.024
Brandon Ingram,20,LAL,59,33.500,5.300,3.900,0.800,0.700,16.100,12.900,0.470,1.800,0.390,0.497,0.681,2.500,2.800,13.800,0.536,22.200,0.400,2.800,8.500,17.700,1.100,1.800,14.400,0.068,-1.200,2018,10.700,0.000,,0,0,0.720
Kyrie Irving,25,BOS,60,32.200,3.800,5.100,1.100,0.300,24.400,18.100,0.491,6.800,0.408,0.568,0.889,2.300,2.000,25.000,0.610,31.000,4.500,8.900,6.400,30.700,1.700,0.700,10.400,0.222,7.300,2018,10.300,0.000,,0,0,0.732
Jarrett Jack,34,NYK,62,25.000,3.100,5.600,0.600,0.100,7.500,7.100,0.427,1.400,0.291,0.455,0.840,1.900,1.600,11.500,0.489,16.700,-0.300,1.200,6.800,31.300,1.100,0.200,19.500,0.036,-2.800,2018,9.400,0.000,,0,0,0.756
Aaron Jackson,31,HOU,1,35.000,3.000,1.000,0.000,0.000,8.000,9.000,0.333,4.000,0.250,0.389,0.500,1.000,4.000,2.400,0.405,13.700,-0.100,0.000,4.800,4.000,0.000,0.000,9.200,-0.017,-8.900,2018,4.000,0.000,,0,0,0.012
Josh Jackson,20,PHO,77,25.400,4.600,1.500,1.000,0.500,13.100,12.100,0.417,2.800,0.263,0.448,0.634,1.900,2.800,11.800,0.480,26.000,-1.100,-0.700,9.600,10.100,2.000,1.400,12.200,-0.018,-4.200,2018,7.600,0.000,,0,0,0.939
Reggie Jackson,27,DET,45,26.700,2.800,5.300,0.600,0.100,14.600,12.800,0.426,3.800,0.308,0.471,0.836,2.200,1.900,15.900,0.516,27.100,0.500,2.000,5.700,32.800,1.100,0.300,13.500,0.078,-0.400,2018,8.800,0.000,,0,0,0.549
James Johnson,30,MIA,73,26.600,4.900,3.800,1.000,0.700,10.800,8.400,0.503,2.500,0.308,0.550,0.698,1.900,2.600,15.800,0.575,19.100,1.700,5.000,10.300,22.500,1.800,2.200,17.100,0.123,1.600,2018,10.400,0.000,,0,0,0.890
Stanley Johnson,21,DET,69,27.400,3.700,1.600,1.400,0.200,8.700,8.100,0.375,3.400,0.286,0.435,0.772,1.100,2.400,9.000,0.480,16.400,-0.400,1.800,7.300,8.500,2.500,0.700,11.000,0.046,-2.900,2018,6.900,0.000,,0,0,0.841
Tyler Johnson,25,MIA,72,28.500,3.400,2.300,0.800,0.500,11.700,9.900,0.435,4.500,0.367,0.518,0.822,1.100,2.100,13.000,0.549,18.600,0.900,4.200,6.800,12.400,1.500,1.400,9.500,0.097,-0.300,2018,7.000,0.000,,0,0,0.878
Nikola Jokić,22,DEN,75,32.600,10.700,6.100,1.200,0.800,18.500,13.500,0.499,3.700,0.396,0.554,0.850,2.800,2.800,24.400,0.603,24.200,5.500,10.700,18.500,29.600,1.800,2.100,15.500,0.211,6.900,2018,18.800,0.000,,0,0,0.915
DeAndre Jordan,29,LAC,77,31.500,15.200,1.500,0.500,0.900,12.000,7.500,0.645,0.000,,0.645,0.580,1.800,2.600,20.200,0.648,15.200,2.100,9.400,26.500,7.100,0.800,2.400,16.100,0.186,1.400,2018,18.100,0.000,,0,0,0.939
Cory Joseph,26,IND,82,27.000,3.200,3.200,1.000,0.200,7.900,7.400,0.424,2.300,0.353,0.479,0.745,1.100,1.700,11.000,0.503,14.800,0.300,3.100,6.700,16.100,1.800,0.700,11.900,0.068,-1.500,2018,7.600,0.000,,0,0,1.000
Michael Kidd-Gilchrist,24,CHO,74,25.000,4.100,1.000,0.700,0.400,9.200,7.600,0.504,0.000,0.000,0.504,0.684,0.700,1.900,12.500,0.536,16.100,-0.100,3.300,8.800,5.900,1.300,1.400,7.700,0.084,-2.100,2018,6.200,0.000,,0,0,0.902
Kyle Kuzma,22,LAL,77,31.200,6.300,1.800,0.600,0.400,16.100,13.500,0.450,5.600,0.366,0.527,0.707,1.800,2.100,14.200,0.549,22.500,0.800,3.800,10.700,9.100,1.000,1.100,11.000,0.077,-0.700,2018,9.100,0.000,,0,0,0.939
Zach LaVine,22,CHI,24,27.300,3.900,3.000,1.000,0.200,16.700,14.800,0.383,5.100,0.341,0.442,0.813,1.800,2.300,14.600,0.499,29.500,-0.100,0.300,7.700,18.600,1.800,0.500,9.700,0.025,-2.300,2018,8.100,0.000,,0,0,0.293
Courtney Lee,32,NYK,76,30.400,2.900,2.400,1.100,0.200,12.000,9.900,0.454,3.700,0.406,0.529,0.919,1.100,1.400,13.000,0.564,16.900,1.000,3.900,5.400,11.300,1.700,0.600,9.400,0.082,-0.300,2018,6.600,0.000,,0,0,0.927
Damion Lee,25,ATL,15,26.900,4.700,1.900,1.300,0.100,10.700,10.100,0.408,4.000,0.250,0.457,0.759,0.900,1.700,12.000,0.489,19.300,0.000,0.400,9.800,11.200,2.300,0.200,7.800,0.046,-1.900,2018,8.000,0.000,,0,0,0.183
Caris LeVert,23,BRK,71,26.300,3.700,4.200,1.200,0.300,12.100,10.400,0.435,3.500,0.347,0.493,0.711,2.200,2.200,14.200,0.525,22.500,0.600,2.300,7.400,26.000,2.100,0.900,15.800,0.058,-0.800,2018,9.400,0.000,,0,0,0.866
Jeremy Lin,29,BRK,1,25.000,0.000,4.000,0.000,0.000,18.000,12.000,0.417,2.000,0.500,0.458,1.000,3.000,3.000,15.900,0.597,31.300,0.000,0.000,0.000,27.100,0.000,0.000,16.600,0.087,-5.400,2018,4.000,0.000,,0,0,0.012
Robin Lopez,29,CHI,64,26.400,4.500,1.900,0.200,0.800,11.800,10.100,0.530,0.200,0.286,0.533,0.756,1.700,1.700,14.700,0.552,20.400,-0.100,1.900,9.200,12.300,0.400,2.800,13.500,0.055,-2.200,2018,7.400,0.000,,0,0,0.780
Kevin Love,29,CLE,59,28.000,9.300,1.700,0.700,0.400,17.600,12.400,0.458,5.600,0.415,0.552,0.880,1.500,2.000,22.400,0.614,25.100,2.200,6.400,18.600,9.800,1.300,1.200,9.600,0.185,3.300,2018,12.100,0.000,,0,0,0.720
Kyle Lowry,31,TOR,78,32.200,5.600,6.900,1.100,0.200,16.200,12.100,0.427,7.600,0.399,0.553,0.854,2.300,2.500,19.500,0.598,21.700,4.500,10.200,9.700,30.900,1.700,0.600,14.700,0.194,5.200,2018,13.800,0.000,,0,0,0.951
Lauri Markkanen,20,CHI,68,29.700,7.500,1.200,0.600,0.600,15.200,12.700,0.434,5.900,0.362,0.518,0.843,1.200,1.500,15.600,0.552,21.900,0.900,3.300,13.500,6.400,0.900,1.800,8.200,0.079,-0.200,2018,9.900,0.000,,0,0,0.829
Wesley Matthews,31,DAL,63,33.800,3.100,2.700,1.200,0.300,12.700,11.100,0.406,6.400,0.381,0.516,0.822,1.300,2.200,11.400,0.541,17.600,0.600,2.600,5.200,12.300,1.800,0.700,10.100,0.059,-0.900,2018,7.300,0.000,,0,0,0.768
Luc Mbah a Moute,31,HOU,61,25.600,3.000,0.900,1.200,0.400,7.500,5.700,0.481,2.800,0.364,0.572,0.684,1.100,1.600,10.300,0.595,12.800,0.700,2.800,6.700,5.000,2.300,1.400,15.000,0.087,-0.200,2018,5.500,0.000,,0,0,0.744
CJ McCollum,26,POR,81,36.100,4.000,3.400,1.000,0.400,21.400,18.600,0.443,5.900,0.397,0.506,0.836,1.900,2.100,17.000,0.536,26.500,2.400,6.600,6.000,15.800,1.300,1.000,8.600,0.108,1.200,2018,8.800,0.000,,0,0,0.988
Khris Middleton,26,MIL,82,36.400,5.200,4.000,1.500,0.300,20.100,15.500,0.466,5.000,0.359,0.524,0.884,2.300,3.300,17.400,0.577,24.600,1.500,6.900,8.400,17.700,2.000,0.600,11.800,0.111,0.000,2018,11.000,0.000,,0,0,1.000
Patty Mills,29,SAS,82,25.700,1.900,2.800,0.700,0.100,10.000,8.300,0.411,5.000,0.372,0.523,0.890,1.300,1.600,11.800,0.558,17.800,0.500,4.100,4.100,16.000,1.300,0.400,12.600,0.093,-1.000,2018,5.500,0.000,,0,0,1.000
Paul Millsap,32,DEN,38,30.100,6.400,2.800,1.000,1.200,14.600,11.400,0.464,3.000,0.345,0.509,0.696,1.900,2.600,17.000,0.549,22.000,0.700,2.500,12.100,13.900,1.700,3.200,12.600,0.107,0.400,2018,11.400,0.000,,0,0,0.463
Donovan Mitchell,21,UTA,79,33.400,3.700,3.700,1.500,0.300,20.500,17.200,0.437,7.000,0.340,0.506,0.805,2.700,2.700,16.700,0.541,29.100,2.200,5.200,6.400,19.400,2.200,0.900,12.600,0.095,1.200,2018,9.200,0.000,,0,0,0.963
E'Twaun Moore,28,NOP,82,31.500,2.900,2.300,1.000,0.100,12.500,10.100,0.508,3.700,0.425,0.585,0.706,1.200,2.200,12.100,0.593,16.100,0.300,4.400,5.000,10.100,1.500,0.400,10.600,0.081,-1.600,2018,6.300,0.000,,0,0,1.000
Marcus Morris,28,BOS,54,26.700,5.400,1.300,0.600,0.200,13.600,11.300,0.429,4.300,0.368,0.499,0.805,1.200,1.900,14.500,0.541,23.000,0.700,3.200,11.000,8.200,1.200,0.700,8.700,0.108,-0.100,2018,7.500,0.000,,0,0,0.659
Markieff Morris,28,WAS,73,27.000,5.600,1.900,0.800,0.500,11.500,9.400,0.480,2.800,0.367,0.536,0.820,1.700,3.000,13.200,0.566,19.500,0.400,3.300,11.800,11.000,1.400,1.700,14.600,0.080,-1.300,2018,8.800,0.000,,0,0,0.890
Jamal Murray,20,DEN,81,31.700,3.700,3.400,1.000,0.300,16.700,13.100,0.451,5.400,0.378,0.529,0.905,2.100,2.100,16.100,0.576,22.800,1.100,5.500,6.500,16.400,1.500,0.900,12.800,0.103,-0.300,2018,8.400,0.000,,0,0,0.988
Jusuf Nurkić,23,POR,79,26.400,9.000,1.800,0.800,1.400,14.300,12.000,0.505,0.100,0.000,0.505,0.630,2.300,3.100,19.200,0.528,26.400,1.100,4.700,18.500,11.700,1.500,4.300,14.600,0.108,0.000,2018,13.000,0.000,,0,0,0.963
Kelly Oubre Jr.,22,WAS,81,27.500,4.500,1.200,1.000,0.400,11.800,9.800,0.403,4.600,0.341,0.482,0.820,1.100,2.900,11.900,0.534,19.400,0.200,3.700,9.200,6.400,1.800,1.400,9.200,0.080,-1.700,2018,7.100,0.000,,0,0,0.988
Chris Paul,32,HOU,58,31.800,5.400,7.900,1.700,0.200,18.600,13.800,0.460,6.500,0.380,0.550,0.919,2.200,2.400,24.400,0.604,24.500,4.200,10.200,9.500,40.900,2.600,0.600,12.500,0.265,7.100,2018,15.200,0.000,,0,0,0.707
Otto Porter Jr.,24,WAS,77,31.600,6.400,2.000,1.500,0.500,14.700,11.500,0.503,4.100,0.441,0.581,0.828,1.000,2.000,18.300,0.602,18.400,3.400,8.100,11.400,10.100,2.400,1.500,7.400,0.161,3.500,2018,10.400,0.000,,0,0,0.939
Kristaps Porziņģis,22,NYK,48,32.400,6.600,1.200,0.800,2.400,22.700,18.500,0.439,4.800,0.395,0.489,0.793,1.900,2.900,20.400,0.539,31.000,1.500,3.200,11.300,6.200,1.100,6.400,8.400,0.099,1.800,2018,11.000,0.000,,0,0,0.585
Taurean Prince,23,ATL,82,30.000,4.700,2.600,1.000,0.500,14.100,11.900,0.426,5.600,0.385,0.516,0.844,2.300,2.000,12.800,0.549,22.100,0.600,2.000,8.800,13.900,1.700,1.500,15.300,0.038,-1.100,2018,8.800,0.000,,0,0,1.000
Julius Randle,23,LAL,82,26.700,8.000,2.600,0.500,0.500,16.100,11.000,0.558,0.500,0.222,0.563,0.718,2.600,3.300,19.900,0.606,25.300,1.400,6.600,15.900,15.800,0.900,1.700,16.300,0.145,0.600,2018,11.600,0.000,,0,0,1.000
Zach Randolph,36,SAC,59,25.600,6.700,2.200,0.700,0.200,14.500,12.900,0.473,2.500,0.347,0.507,0.785,2.000,2.000,17.300,0.529,27.600,0.400,1.500,15.000,14.900,1.400,0.600,12.500,0.048,-1.000,2018,9.800,0.000,,0,0,0.720
J.J. Redick,33,PHI,70,30.200,2.500,3.000,0.500,0.100,17.100,12.600,0.460,6.600,0.420,0.569,0.904,1.500,1.800,15.900,0.614,21.700,1.700,6.600,4.500,15.100,0.800,0.200,9.600,0.150,1.100,2018,6.100,0.000,,0,0,0.854
Josh Richardson,24,MIA,81,33.200,3.500,2.900,1.500,0.900,12.900,10.900,0.451,4.100,0.378,0.523,0.845,1.700,2.500,13.600,0.551,18.200,1.800,5.400,6.000,13.200,2.300,2.400,12.900,0.096,0.700,2018,8.800,0.000,,0,0,0.988
Austin Rivers,25,LAC,61,33.700,2.400,4.000,1.200,0.300,15.100,13.200,0.424,5.900,0.378,0.508,0.642,1.800,2.500,12.600,0.526,20.600,0.400,2.400,3.900,17.500,1.700,0.600,11.100,0.056,-1.200,2018,7.900,0.000,,0,0,0.744
Andre Roberson,26,OKC,39,26.600,4.700,1.200,1.200,0.900,5.000,4.200,0.537,0.900,0.222,0.562,0.316,0.800,2.300,10.900,0.543,8.600,0.500,2.200,9.900,6.000,2.200,3.100,14.400,0.100,-0.100,2018,8.000,0.000,,0,0,0.476
Rajon Rondo,31,NOP,65,26.200,4.000,8.200,1.100,0.200,8.300,7.600,0.468,2.300,0.333,0.518,0.543,2.300,1.800,15.300,0.522,16.900,0.700,3.600,8.400,42.200,2.000,0.500,22.700,0.101,-0.300,2018,13.500,0.000,,0,0,0.793
Terrence Ross,26,ORL,24,25.000,3.000,1.600,1.100,0.500,8.700,8.000,0.398,3.900,0.323,0.476,0.750,1.200,1.900,9.900,0.505,17.300,-0.100,0.300,6.700,9.300,2.200,1.500,12.300,0.025,-2.700,2018,6.200,0.000,,0,0,0.293
Terry Rozier,23,BOS,80,25.900,4.700,2.900,1.000,0.200,11.300,10.000,0.395,5.000,0.381,0.491,0.772,1.000,1.500,15.100,0.520,20.400,2.100,5.600,9.900,17.500,1.900,0.800,8.500,0.130,2.100,2018,8.800,0.000,,0,0,0.976
Ricky Rubio,27,UTA,77,29.300,4.600,5.300,1.600,0.100,13.100,10.700,0.418,3.500,0.352,0.476,0.866,2.700,2.700,15.400,0.537,22.900,1.600,5.300,8.800,28.400,2.700,0.400,18.100,0.112,0.700,2018,11.600,0.000,,0,0,0.939
D'Angelo Russell,21,BRK,48,25.700,3.900,5.200,0.800,0.400,15.500,14.000,0.414,5.800,0.324,0.481,0.740,3.100,1.900,15.200,0.509,30.800,0.300,0.400,8.100,35.700,1.400,1.000,16.800,0.014,-1.200,2018,10.300,0.000,,0,0,0.585
Dario Šarić,23,PHI,78,29.600,6.700,2.600,0.700,0.300,14.600,11.400,0.453,5.100,0.393,0.541,0.860,1.900,2.100,15.800,0.582,20.900,1.900,6.600,12.100,13.000,1.100,0.700,13.100,0.137,1.300,2018,10.300,0.000,,0,0,0.951
Dennis Schröder,24,ATL,67,31.000,3.100,6.200,1.100,0.100,19.400,17.100,0.436,3.900,0.290,0.469,0.849,2.700,2.200,17.300,0.515,30.400,0.700,2.600,5.600,36.200,1.700,0.200,12.700,0.059,-0.600,2018,10.500,0.000,,0,0,0.817
Ben Simmons,21,PHI,81,33.700,8.100,8.200,1.700,0.900,15.800,12.300,0.545,0.100,0.000,0.545,0.560,3.400,2.600,20.000,0.557,22.300,4.500,9.200,13.000,37.400,2.500,2.100,19.500,0.162,4.500,2018,18.900,0.000,,0,0,0.988
Jonathon Simmons,28,ORL,69,29.400,3.500,2.500,0.800,0.200,13.900,11.000,0.465,3.000,0.338,0.511,0.768,2.100,2.500,12.700,0.555,22.000,-0.500,1.900,6.500,13.300,1.400,0.600,14.400,0.045,-3.100,2018,7.000,0.000,,0,0,0.841
Marcus Smart,23,BOS,54,29.900,3.500,4.800,1.300,0.400,10.200,9.500,0.367,4.600,0.301,0.440,0.729,2.400,2.500,10.800,0.479,19.400,0.300,1.900,6.400,23.700,2.200,1.200,18.400,0.056,-1.200,2018,10.000,0.000,,0,0,0.659
Dennis Smith Jr.,20,DAL,69,29.700,3.800,5.200,1.000,0.300,15.200,14.800,0.395,4.900,0.313,0.446,0.694,2.800,2.200,12.800,0.473,28.900,-0.200,-0.700,7.000,29.500,1.700,0.800,14.900,-0.017,-2.400,2018,10.300,0.000,,0,0,0.841
J.R. Smith,32,CLE,80,28.100,2.900,1.800,0.900,0.100,8.300,7.400,0.403,4.800,0.375,0.524,0.696,1.000,2.000,8.400,0.534,13.800,-0.600,1.400,5.900,8.600,1.500,0.400,11.600,0.031,-3.000,2018,5.700,0.000,,0,0,0.976
Tony Snell,26,MIL,75,27.400,1.900,1.300,0.600,0.400,6.900,5.700,0.435,3.600,0.403,0.562,0.792,0.500,1.500,8.500,0.578,10.600,-0.100,2.400,4.000,6.500,1.100,1.200,7.500,0.056,-2.300,2018,4.200,0.000,,0,0,0.915
Jayson Tatum,19,BOS,80,30.500,5.000,1.600,1.000,0.700,13.900,10.400,0.475,3.000,0.434,0.538,0.826,1.400,2.100,15.200,0.586,19.400,2.000,7.100,9.000,8.300,1.700,2.000,10.700,0.139,1.200,2018,8.300,0.000,,0,0,0.976
Jeff Teague,29,MIN,70,33.000,3.000,7.000,1.500,0.300,14.200,11.300,0.446,3.300,0.368,0.499,0.845,2.500,2.400,16.400,0.553,20.600,1.400,4.900,5.200,30.600,2.200,0.900,16.400,0.101,0.400,2018,11.800,0.000,,0,0,0.854
Miloš Teodosić,30,LAC,45,25.200,2.800,4.600,0.500,0.100,9.500,8.000,0.419,5.200,0.379,0.542,0.848,2.200,2.300,11.600,0.564,18.200,0.100,1.400,6.100,26.200,1.000,0.400,20.300,0.058,-1.700,2018,8.000,0.000,,0,0,0.549
Klay Thompson,27,GSW,73,34.300,3.800,2.500,0.800,0.500,20.000,16.200,0.488,7.100,0.440,0.585,0.837,1.800,1.600,16.000,0.598,23.700,1.000,4.900,6.200,11.200,1.100,1.100,9.500,0.094,-0.400,2018,7.600,0.000,,0,0,0.890
Karl-Anthony Towns,22,MIN,82,35.600,12.300,2.400,0.800,1.400,21.300,14.300,0.545,3.500,0.421,0.596,0.858,1.900,3.500,24.900,0.646,22.900,5.200,14.000,20.000,10.800,1.100,3.500,10.500,0.230,5.100,2018,16.900,0.000,,0,0,1.000
P.J. Tucker,32,HOU,82,27.800,5.600,0.900,1.000,0.300,6.100,5.400,0.390,3.800,0.371,0.520,0.717,0.900,2.500,8.300,0.537,10.500,0.500,3.900,11.300,4.600,1.700,1.000,13.700,0.082,-1.100,2018,7.800,0.000,,0,0,1.000
Evan Turner,29,POR,79,25.700,3.100,2.200,0.600,0.400,8.200,7.300,0.447,1.700,0.318,0.484,0.850,1.300,2.100,9.900,0.520,15.600,-0.300,2.600,6.500,12.400,1.100,1.200,13.700,0.061,-2.500,2018,6.300,0.000,,0,0,0.963
Myles Turner,21,IND,65,28.200,6.400,1.300,0.600,1.800,12.700,9.800,0.479,2.400,0.357,0.523,0.777,1.500,2.900,16.600,0.567,20.000,0.800,4.700,12.800,7.000,1.000,5.700,11.600,0.122,-0.200,2018,10.100,0.000,,0,0,0.793
Denzel Valentine,24,CHI,77,27.200,5.100,3.200,0.800,0.100,10.200,9.400,0.417,4.800,0.386,0.517,0.745,1.300,2.400,12.100,0.527,17.500,0.500,2.500,10.100,17.800,1.500,0.500,11.800,0.057,-1.000,2018,9.200,0.000,,0,0,0.939
Nikola Vučević,27,ORL,57,29.500,9.200,3.400,1.000,1.100,16.500,14.700,0.475,3.600,0.314,0.513,0.819,1.900,2.500,19.700,0.533,25.900,2.000,3.600,17.100,19.900,1.600,3.000,11.000,0.102,2.700,2018,14.700,0.000,,0,0,0.695
Dion Waiters,26,MIA,30,30.600,2.600,3.800,0.800,0.300,14.300,13.700,0.398,5.700,0.306,0.461,0.739,2.300,2.000,10.500,0.487,25.000,-0.400,0.100,4.700,19.800,1.300,0.800,13.700,0.004,-3.500,2018,7.500,0.000,,0,0,0.366
Kemba Walker,27,CHO,80,34.200,3.100,5.600,1.100,0.300,22.100,17.000,0.431,7.500,0.384,0.516,0.864,2.200,1.200,20.600,0.572,27.400,4.200,8.600,4.900,27.400,1.600,0.700,10.400,0.150,4.000,2018,10.100,0.000,,0,0,0.976
John Wall,27,WAS,41,34.400,3.700,9.600,1.400,1.100,19.400,16.300,0.420,4.100,0.371,0.466,0.726,3.900,2.000,19.100,0.515,29.100,1.800,2.700,6.000,44.500,2.000,2.800,17.000,0.092,3.000,2018,15.800,0.000,,0,0,0.500
Tyrone Wallace,23,LAC,30,28.400,3.500,2.400,0.900,0.400,9.700,8.200,0.445,1.300,0.250,0.466,0.782,1.500,2.800,10.100,0.517,16.600,-0.300,0.700,6.800,11.800,1.500,1.300,14.100,0.042,-3.500,2018,7.200,0.000,,0,0,0.366
T.J. Warren,24,PHO,65,33.000,5.100,1.300,1.000,0.600,19.600,16.400,0.498,1.400,0.222,0.507,0.757,1.300,2.300,17.600,0.541,24.900,0.700,3.400,8.300,7.200,1.500,1.500,6.700,0.077,-0.700,2018,8.000,0.000,,0,0,0.793
Hassan Whiteside,28,MIA,54,25.300,11.400,1.000,0.700,1.700,14.000,10.700,0.540,0.000,1.000,0.542,0.703,1.700,2.400,24.100,0.573,24.700,1.600,5.300,25.400,6.900,1.400,5.900,12.300,0.187,2.600,2018,14.800,0.000,,0,0,0.659
Andrew Wiggins,22,MIN,82,36.300,4.400,2.000,1.100,0.600,17.700,15.900,0.438,4.100,0.331,0.481,0.643,1.700,2.000,13.000,0.505,23.400,-0.300,2.100,6.900,8.200,1.500,1.500,8.800,0.034,-2.400,2018,8.100,0.000,,0,0,1.000
Lou Williams,31,LAC,79,32.800,2.500,5.300,1.100,0.200,22.600,16.900,0.435,6.600,0.359,0.505,0.880,3.000,1.300,20.200,0.574,29.800,2.800,6.700,4.200,26.300,1.600,0.600,13.100,0.125,2.300,2018,9.100,0.000,,0,0,0.963
Marvin Williams,31,CHO,78,25.700,4.700,1.200,0.700,0.500,9.500,7.200,0.458,3.900,0.413,0.570,0.829,0.800,1.500,13.900,0.603,14.800,1.500,5.000,10.000,7.000,1.400,1.600,9.700,0.119,1.000,2018,7.100,0.000,,0,0,0.951
Thaddeus Young,29,IND,81,32.200,6.300,1.900,1.700,0.400,11.800,10.700,0.487,2.200,0.320,0.521,0.598,1.300,2.200,14.800,0.528,17.300,1.400,5.500,11.100,8.500,2.600,1.200,10.400,0.101,0.200,2018,10.300,0.000,,0,0,0.988
Steven Adams,23,OKC,80,29.900,7.700,1.100,1.100,1.000,11.300,8.200,0.571,0.000,0.000,0.571,0.611,1.800,2.400,16.500,0.589,16.200,1.100,6.500,14.200,5.400,1.800,2.600,16.000,0.130,-0.200,2017,10.900,0.000,,0,0,0.976
Arron Afflalo,31,SAC,61,25.900,2.000,1.300,0.300,0.100,8.400,6.900,0.440,2.500,0.411,0.514,0.892,0.700,1.700,8.900,0.559,14.400,-0.700,1.400,4.600,7.400,0.700,0.300,8.400,0.043,-3.600,2017,3.700,0.000,,0,0,0.744
LaMarcus Aldridge,31,SAS,72,32.400,7.300,1.900,0.600,1.200,17.300,14.600,0.477,0.800,0.411,0.488,0.812,1.400,2.200,18.600,0.532,24.500,1.700,7.200,12.700,9.900,1.000,3.000,7.700,0.149,0.800,2017,11.000,0.000,,0,0,0.878
Tony Allen,35,MEM,71,27.000,5.500,1.400,1.600,0.400,9.100,8.400,0.461,0.800,0.278,0.473,0.615,1.400,2.500,13.300,0.493,17.900,0.500,3.100,11.700,8.400,3.100,1.400,13.300,0.077,-1.000,2017,8.900,0.000,,0,0,0.866
